[Header],
System,TOC-L syringe sparge,
S/W Version,1.00,
User,apaters1,
Date/Time,12/1/2022 10:35:38 AM,

[System],
Instrument Options,TOC/ASI/IC Unit/TN/Sparge Kit/,
Catalyst,Saline,
Cell Length,long,

[Data],
Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:18:50 PM,1,2,NPOC,66.22,13.75,NPOC:13.71mg/L TN:1.185mg/L,0.3955,0.60,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:23:08 PM,1,3,NPOC,66.23,13.76,NPOC:13.71mg/L TN:1.185mg/L,0.3955,0.60,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:27:26 PM,1,4,NPOC,65.54,13.61,NPOC:13.71mg/L TN:1.185mg/L,0.3955,0.60,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:14:25 PM,1,1,TN,4.371,1.187,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:18:50 PM,1,2,TN,4.118,1.163,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:23:08 PM,1,3,TN,4.566,1.206,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50,
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:27:26 PM,1,4,TN,3.809,1.133,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,1,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:36:17 PM,1,1,NPOC,47.73,9.872,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:40:50 PM,1,2,NPOC,49.40,10.22,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,1,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:45:10 PM,1,3,NPOC,47.72,9.870,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:49:28 PM,1,4,NPOC,49.15,10.17,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:36:17 PM,1,1,TN,8.571,1.590,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,1,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:40:50 PM,1,2,TN,8.984,1.630,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:45:10 PM,1,3,TN,8.926,1.624,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50,
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:49:28 PM,1,4,TN,9.056,1.636,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 12:58:19 PM,1,1,NPOC,0.8278,0.02480,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,1,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:02:51 PM,1,2,NPOC,2.225,0.3181,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:08:07 PM,1,3,NPOC,1.613,0.1897,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:12:25 PM,1,4,NPOC,1.711,0.2102,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 12:58:19 PM,1,1,TN,0.3058,0.7973,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:02:51 PM,1,2,TN,0.2213,0.7892,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:08:07 PM,1,3,TN,0.1174,0.7792,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:21:16 PM,1,1,NPOC,46.23,9.557,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:25:35 PM,1,2,NPOC,46.66,9.647,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:29:53 PM,1,3,NPOC,46.24,9.559,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:21:16 PM,1,1,TN,5.334,1.279,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:25:35 PM,1,2,TN,4.606,1.210,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:29:53 PM,1,3,TN,4.203,1.171,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50,
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:36:11 PM,1,4,TN,0.000,0.7679,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,1,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:45:01 PM,1,1,NPOC,73.54,15.29,NPOC:15.34mg/L TN:1.139mg/L,0.2060,0.28,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:49:21 PM,1,2,NPOC,73.93,15.37,NPOC:15.34mg/L TN:1.139mg/L,0.2060,0.28,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 1:53:39 PM,1,3,NPOC,73.85,15.36,NPOC:15.34mg/L TN:1.139mg/L,0.2060,0.28,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:45:01 PM,1,1,TN,3.698,1.123,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:49:21 PM,1,2,TN,3.904,1.142,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:53:39 PM,1,3,TN,4.018,1.153,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50,
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 1:59:58 PM,1,4,TN,0.03220,0.7710,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,1,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:08:50 PM,1,1,NPOC,58.60,12.15,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.80,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:13:08 PM,1,2,NPOC,60.75,12.61,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.80,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:17:26 PM,1,3,NPOC,59.59,12.36,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.80,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:08:50 PM,1,1,TN,4.428,1.193,NPOC:12.37mg/L TN:1.183mg/L,0.2030,4.69,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:13:08 PM,1,2,TN,4.461,1.196,NPOC:12.37mg/L TN:1.183mg/L,0.2030,4.69,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:17:26 PM,1,3,TN,4.094,1.161,NPOC:12.37mg/L TN:1.183mg/L,0.2030,4.69,0,50,
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:23:44 PM,1,4,TN,0.000,0.7679,NPOC:12.37mg/L TN:1.183mg/L,0.2030,4.69,1,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:32:25 PM,1,1,NPOC,45.60,9.425,NPOC:9.520mg/L TN:1.379mg/L,0.7910,1.72,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:37:03 PM,1,2,NPOC,46.97,9.712,NPOC:9.520mg/L TN:1.379mg/L,0.7910,1.72,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:41:22 PM,1,3,NPOC,45.60,9.425,NPOC:9.520mg/L TN:1.379mg/L,0.7910,1.72,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:32:25 PM,1,1,TN,6.216,1.364,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:37:03 PM,1,2,TN,6.459,1.387,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:41:22 PM,1,3,TN,6.432,1.385,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50,
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:47:41 PM,1,4,TN,0.03910,0.7717,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,1,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 2:56:22 PM,1,1,NPOC,34.76,7.149,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,1,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:00:40 PM,1,2,NPOC,36.52,7.518,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:04:58 PM,1,3,NPOC,35.30,7.262,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:09:28 PM,1,4,NPOC,36.93,7.604,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 2:56:22 PM,1,1,TN,3.510,1.105,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,1,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:00:40 PM,1,2,TN,3.733,1.126,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:04:58 PM,1,3,TN,3.771,1.130,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50,
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:09:28 PM,1,4,TN,3.778,1.130,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:18:18 PM,1,1,NPOC,62.10,12.89,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:22:36 PM,1,2,NPOC,64.08,13.30,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:26:54 PM,1,3,NPOC,64.32,13.35,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:18:18 PM,1,1,TN,7.870,1.523,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:22:36 PM,1,2,TN,8.105,1.545,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:26:54 PM,1,3,TN,8.355,1.569,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50,
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:33:13 PM,1,4,TN,0.2732,0.7941,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,1,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:41:54 PM,1,1,NPOC,33.05,6.790,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:46:18 PM,1,2,NPOC,33.09,6.798,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/30/2022 3:50:57 PM,1,3,NPOC,34.14,7.019,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:41:54 PM,1,1,TN,3.970,1.149,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:46:18 PM,1,2,TN,4.078,1.159,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50,
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/30/2022 3:50:57 PM,1,3,TN,4.331,1.183,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50,
