Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,inj_vol
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:14,1,1,TN,4.371,1.187,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:18,1,2,TN,4.118,1.163,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:23,1,3,TN,4.566,1.206,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,0,50
Unknown,NPOC/TN,120,120,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:27,1,4,TN,3.809,1.133,NPOC:13.71mg/L TN:1.185mg/L,0.2246,5.16,1,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 12:36,1,1,NPOC,47.73,9.872,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 12:40,1,2,NPOC,49.4,10.22,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,1,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 12:45,1,3,NPOC,47.72,9.87,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 12:49,1,4,NPOC,49.15,10.17,NPOC:9.970mg/L TN:1.630mg/L,0.8227,1.71,0,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:36,1,1,TN,8.571,1.59,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,1,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:40,1,2,TN,8.984,1.63,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:45,1,3,TN,8.926,1.624,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50
Unknown,NPOC/TN,125,125,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:49,1,4,TN,9.056,1.636,NPOC:9.970mg/L TN:1.630mg/L,0.06513,0.72,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 12:58,1,1,NPOC,0.8278,0.0248,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:02,1,2,NPOC,2.225,0.3181,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:08,1,3,NPOC,1.613,0.1897,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:12,1,4,NPOC,1.711,0.2102,NPOC:0.2393mg/L TN:0.7885mg/L,0.3287,17.77,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 12:58,1,1,TN,0.3058,0.7973,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:02,1,2,TN,0.2213,0.7892,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:08,1,3,TN,0.1174,0.7792,NPOC:0.2393mg/L TN:0.7885mg/L,0.09437,43.93,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:21,1,1,NPOC,46.23,9.557,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:25,1,2,NPOC,46.66,9.647,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:29,1,3,NPOC,46.24,9.559,NPOC:9.588mg/L TN:1.220mg/L,0.2454,0.53,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:21,1,1,TN,5.334,1.279,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:25,1,2,TN,4.606,1.21,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:29,1,3,TN,4.203,1.171,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,0,50
Unknown,NPOC/TN,110,110,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:36,1,4,TN,0,0.7679,NPOC:9.588mg/L TN:1.220mg/L,0.5732,12.16,1,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:45,1,1,NPOC,73.54,15.29,NPOC:15.34mg/L TN:1.139mg/L,0.206,0.28,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:49,1,2,NPOC,73.93,15.37,NPOC:15.34mg/L TN:1.139mg/L,0.206,0.28,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 13:53,1,3,NPOC,73.85,15.36,NPOC:15.34mg/L TN:1.139mg/L,0.206,0.28,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:45,1,1,TN,3.698,1.123,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:49,1,2,TN,3.904,1.142,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:53,1,3,TN,4.018,1.153,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,0,50
Unknown,NPOC/TN,137,137,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 13:59,1,4,TN,0.0322,0.771,NPOC:15.34mg/L TN:1.139mg/L,0.1622,4.19,1,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:08,1,1,NPOC,58.6,12.15,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.8,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:13,1,2,NPOC,60.75,12.61,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.8,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:17,1,3,NPOC,59.59,12.36,NPOC:12.37mg/L TN:1.183mg/L,1.076,1.8,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:08,1,1,TN,4.428,1.193,NPOC:12.37mg/L TN:1.183mg/L,0.203,4.69,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:13,1,2,TN,4.461,1.196,NPOC:12.37mg/L TN:1.183mg/L,0.203,4.69,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:17,1,3,TN,4.094,1.161,NPOC:12.37mg/L TN:1.183mg/L,0.203,4.69,0,50
Unknown,NPOC/TN,136,136,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:23,1,4,TN,0,0.7679,NPOC:12.37mg/L TN:1.183mg/L,0.203,4.69,1,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:32,1,1,NPOC,45.6,9.425,NPOC:9.520mg/L TN:1.379mg/L,0.791,1.72,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:37,1,2,NPOC,46.97,9.712,NPOC:9.520mg/L TN:1.379mg/L,0.791,1.72,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:41,1,3,NPOC,45.6,9.425,NPOC:9.520mg/L TN:1.379mg/L,0.791,1.72,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:32,1,1,TN,6.216,1.364,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:37,1,2,TN,6.459,1.387,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:41,1,3,TN,6.432,1.385,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,0,50
Unknown,NPOC/TN,155,155,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:47,1,4,TN,0.0391,0.7717,NPOC:9.520mg/L TN:1.379mg/L,0.1332,2.09,1,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 14:56,1,1,NPOC,34.76,7.149,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,1,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:00,1,2,NPOC,36.52,7.518,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:04,1,3,NPOC,35.3,7.262,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:09,1,4,NPOC,36.93,7.604,NPOC:7.462mg/L TN:1.129mg/L,0.8479,2.34,0,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 14:56,1,1,TN,3.51,1.105,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,1,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:00,1,2,TN,3.733,1.126,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:04,1,3,TN,3.771,1.13,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50
Unknown,NPOC/TN,147,147,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:09,1,4,TN,3.778,1.13,NPOC:7.462mg/L TN:1.129mg/L,0.02421,0.64,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:18,1,1,NPOC,62.1,12.89,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:22,1,2,NPOC,64.08,13.3,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:26,1,3,NPOC,64.32,13.35,NPOC:13.18mg/L TN:1.546mg/L,1.218,1.92,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:18,1,1,TN,7.87,1.523,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:22,1,2,TN,8.105,1.545,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:26,1,3,TN,8.355,1.569,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,0,50
Unknown,NPOC/TN,82,82,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:33,1,4,TN,0.2732,0.7941,NPOC:13.18mg/L TN:1.546mg/L,0.2425,2.99,1,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:41,1,1,NPOC,33.05,6.79,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:46,1,2,NPOC,33.09,6.798,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 15:50,1,3,NPOC,34.14,7.019,NPOC:6.869mg/L TN:1.164mg/L,0.6181,1.85,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:41,1,1,TN,3.97,1.149,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:46,1,2,TN,4.078,1.159,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:50,1,3,TN,4.331,1.183,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,0,50
Unknown,NPOC/TN,88,88,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 15:57,1,4,TN,0,0.7679,NPOC:6.869mg/L TN:1.164mg/L,0.1853,4.49,1,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 16:05,1,1,NPOC,95.59,19.92,NPOC:20.30mg/L TN:1.327mg/L,1.689,1.73,0,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 16:10,1,2,NPOC,98.92,20.62,NPOC:20.30mg/L TN:1.327mg/L,1.689,1.73,0,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/30/2022 16:14,1,3,NPOC,97.75,20.37,NPOC:20.30mg/L TN:1.327mg/L,1.689,1.73,0,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 16:05,1,1,TN,5.732,1.318,NPOC:20.30mg/L TN:1.327mg/L,0.2321,3.98,0,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 16:10,1,2,TN,6.09,1.352,NPOC:20.30mg/L TN:1.327mg/L,0.2321,3.98,0,50
Unknown,NPOC/TN,104,104,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/30/2022 16:14,1,3,TN,5.655,1.31,NPOC:20.30mg/L TN:1.327mg/L,0.2321,3.98,0,50
