"","X","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"2769",2769,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.46","july"
"2770",2770,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","3.05","july"
"2771",2771,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.32","july"
"2772",2772,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.29","july"
"2773",2773,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","0.75","july"
"2774",2774,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.47","july"
"2775",2775,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.61","july"
"2776",2776,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2777",2777,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.36","july"
"2778",2778,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","4.94","july"
"2779",2779,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.55","july"
"2780",2780,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.37","july"
"2781",2781,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","0.85","july"
"2782",2782,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.03","july"
"2783",2783,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.05","july"
"2784",2784,123,"East","Transect","T2","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2785",2785,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.47","july"
"2786",2786,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","8.75","july"
"2787",2787,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.80","july"
"2788",2788,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.48","july"
"2789",2789,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.38","july"
"2790",2790,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.05","july"
"2791",2791,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.09","july"
"2792",2792,124,"East","Transect","T3","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2793",2793,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.78","july"
"2794",2794,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","5.88","july"
"2795",2795,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","2.22","july"
"2796",2796,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.62","july"
"2797",2797,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.30","july"
"2798",2798,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.53","july"
"2799",2799,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.69","july"
"2800",2800,125,"East","Transect","T4","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2801",2801,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.73","july"
"2802",2802,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","4.28","july"
"2803",2803,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","1.44","july"
"2804",2804,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","K _ug/mL","1.75","july"
"2805",2805,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.30","july"
"2806",2806,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.14","july"
"2807",2807,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.20","july"
"2808",2808,126,"East","Transect","T5","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2809",2809,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.54","july"
"2810",2810,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","4.64","july"
"2811",2811,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.63","july"
"2812",2812,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","K _ug/mL","1.35","july"
"2813",2813,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.04","july"
"2814",2814,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.09","july"
"2815",2815,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.14","july"
"2816",2816,127,"East","Transect","T6","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2817",2817,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.55","july"
"2818",2818,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","3.98","july"
"2819",2819,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.91","july"
"2820",2820,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.82","july"
"2821",2821,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.11","july"
"2822",2822,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.10","july"
"2823",2823,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.15","july"
"2824",2824,128,"East","Transect","T7","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2825",2825,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.55","july"
"2826",2826,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","4.98","july"
"2827",2827,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","1.63","july"
"2828",2828,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","K _ug/mL","2.17","july"
"2829",2829,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.18","july"
"2830",2830,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.08","july"
"2831",2831,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.12","july"
"2832",2832,129,"East","Transect","T8","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2833",2833,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.68","july"
"2834",2834,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","5.33","july"
"2835",2835,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.90","july"
"2836",2836,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","K _ug/mL","1.08","july"
"2837",2837,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.33","july"
"2838",2838,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.06","july"
"2839",2839,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.09","july"
"2840",2840,130,"East","Transect","T9","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2841",2841,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.83","july"
"2842",2842,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","4.95","july"
"2843",2843,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.84","july"
"2844",2844,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.76","july"
"2845",2845,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.17","july"
"2846",2846,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.09","july"
"2847",2847,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.13","july"
"2848",2848,131,"East","Transect","T10","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2849",2849,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.89","july"
"2850",2850,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","11.04","july"
"2851",2851,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.77","july"
"2852",2852,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.58","july"
"2853",2853,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","2.38","july"
"2854",2854,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.09","july"
"2855",2855,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.14","july"
"2856",2856,132,"East","Transect","T11","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2857",2857,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.58","july"
"2858",2858,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","2.78","july"
"2859",2859,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.88","july"
"2860",2860,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.40","july"
"2861",2861,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","0.77","july"
"2862",2862,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.05","july"
"2863",2863,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.09","july"
"2864",2864,133,"East","Transect","T12","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2865",2865,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Al_ug/mL","0.49","july"
"2866",2866,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Ca_ug/mL","5.04","july"
"2867",2867,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Fe _ug/mL","0.65","july"
"2868",2868,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","K _ug/mL","0.54","july"
"2869",2869,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Mg_ug/mL","1.09","july"
"2870",2870,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Mn_ug/mL","0.03","july"
"2871",2871,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","Na_ug/mL","0.08","july"
"2872",2872,134,"East","Transect","T13","Jul-30","7-30-2021","2021-07-30","P_ug/mL","0.05","july"
"2873",2873,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"2874",2874,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","14.27","july"
"2875",2875,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"2876",2876,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.43","july"
"2877",2877,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","2.05","july"
"2878",2878,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2879",2879,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2880",2880,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2881",2881,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.12","july"
"2882",2882,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","11.35","july"
"2883",2883,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.15","july"
"2884",2884,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","K _ug/mL","1.95","july"
"2885",2885,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.35","july"
"2886",2886,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2887",2887,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2888",2888,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2889",2889,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.07","july"
"2890",2890,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","8.78","july"
"2891",2891,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.16","july"
"2892",2892,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.30","july"
"2893",2893,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.91","july"
"2894",2894,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2895",2895,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2896",2896,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2897",2897,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"2898",2898,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","12.95","july"
"2899",2899,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"2900",2900,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.25","july"
"2901",2901,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.61","july"
"2902",2902,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2903",2903,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2904",2904,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2905",2905,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.08","july"
"2906",2906,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","7.08","july"
"2907",2907,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"2908",2908,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.20","july"
"2909",2909,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.89","july"
"2910",2910,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2911",2911,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2912",2912,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2913",2913,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.08","july"
"2914",2914,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","6.71","july"
"2915",2915,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"2916",2916,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.42","july"
"2917",2917,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.83","july"
"2918",2918,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2919",2919,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2920",2920,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2921",2921,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"2922",2922,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","36.97","july"
"2923",2923,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","1.01","july"
"2924",2924,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.58","july"
"2925",2925,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","4.99","july"
"2926",2926,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.16","july"
"2927",2927,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.23","july"
"2928",2928,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2929",2929,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.06","july"
"2930",2930,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","33.76","july"
"2931",2931,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","1.09","july"
"2932",2932,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.35","july"
"2933",2933,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","3.72","july"
"2934",2934,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.22","july"
"2935",2935,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.30","july"
"2936",2936,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2937",2937,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.06","july"
"2938",2938,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","38.32","july"
"2939",2939,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.12","july"
"2940",2940,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.57","july"
"2941",2941,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","5.07","july"
"2942",2942,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2943",2943,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2944",2944,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2945",2945,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.49","july"
"2946",2946,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","4.62","july"
"2947",2947,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.37","july"
"2948",2948,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","K _ug/mL","1.12","july"
"2949",2949,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.43","july"
"2950",2950,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2951",2951,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.05","july"
"2952",2952,144,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2953",2953,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.46","july"
"2954",2954,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","6.17","july"
"2955",2955,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.37","july"
"2956",2956,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.52","july"
"2957",2957,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.79","july"
"2958",2958,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2959",2959,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.59","july"
"2960",2960,145,"West","Transect","T1","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2961",2961,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.41","july"
"2962",2962,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","4.98","july"
"2963",2963,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.48","july"
"2964",2964,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.51","july"
"2965",2965,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.55","july"
"2966",2966,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2967",2967,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.61","july"
"2968",2968,146,"West","Transect","T2","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2969",2969,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.19","july"
"2970",2970,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","8.30","july"
"2971",2971,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.13","july"
"2972",2972,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.97","july"
"2973",2973,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","0.88","july"
"2974",2974,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2975",2975,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.61","july"
"2976",2976,147,"West","Transect","T3","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2977",2977,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"2978",2978,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","14.82","july"
"2979",2979,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.07","july"
"2980",2980,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.68","july"
"2981",2981,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.61","july"
"2982",2982,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2983",2983,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","2.07","july"
"2984",2984,148,"West","Transect","T4","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2985",2985,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.06","july"
"2986",2986,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","14.09","july"
"2987",2987,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.06","july"
"2988",2988,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.51","july"
"2989",2989,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","2.13","july"
"2990",2990,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2991",2991,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.82","july"
"2992",2992,149,"West","Transect","T5","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"2993",2993,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"2994",2994,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","14.74","july"
"2995",2995,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"2996",2996,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.63","july"
"2997",2997,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","2.11","july"
"2998",2998,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"2999",2999,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.91","july"
"3000",3000,150,"West","Transect","T6","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3001",3001,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3002",3002,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","12.88","july"
"3003",3003,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3004",3004,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.27","july"
"3005",3005,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.83","july"
"3006",3006,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3007",3007,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.75","july"
"3008",3008,151,"West","Transect","T7","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3009",3009,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3010",3010,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","12.36","july"
"3011",3011,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3012",3012,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.47","july"
"3013",3013,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.83","july"
"3014",3014,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Mn_ug/mL","0.03","july"
"3015",3015,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","Na_ug/mL","0.74","july"
"3016",3016,152,"West","Transect","T8","Jul-31","7-31-2021","2021-07-31","P_ug/mL","0.05","july"
"3017",3017,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Al_ug/mL","0.05","july"
"3018",3018,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Ca_ug/mL","11.00","july"
"3019",3019,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Fe _ug/mL","0.03","july"
"3020",3020,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","K _ug/mL","0.67","july"
"3021",3021,153,"West","Transect","T9","Jul-31","7-31-2021","2021-07-31","Mg_ug/mL","1.61","july"
