"","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"2993","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"2994","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","14.74","july"
"2995","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"2996","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.63","july"
"2997","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","2.11","july"
"2998","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"2999","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.91","july"
"3000","150","West","Transect","T6","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3001","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3002","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","12.88","july"
"3003","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3004","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.27","july"
"3005","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","1.83","july"
"3006","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3007","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.75","july"
"3008","151","West","Transect","T7","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3009","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3010","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","12.36","july"
"3011","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3012","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.47","july"
"3013","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","1.83","july"
"3014","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3015","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.74","july"
"3016","152","West","Transect","T8","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3017","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3018","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","11.00","july"
"3019","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3020","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.67","july"
"3021","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","1.61","july"
"3022","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3023","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.64","july"
"3024","153","West","Transect","T9","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3025","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3026","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","9.35","july"
"3027","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3028","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.33","july"
"3029","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","1.42","july"
"3030","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3031","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.61","july"
"3032","154","West","Transect","T10","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3033","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3034","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","9.25","july"
"3035","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.07","july"
"3036","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.48","july"
"3037","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","1.19","july"
"3038","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3039","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.50","july"
"3040","155","West","Transect","T11","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3041","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3042","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","38.80","july"
"3043","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3044","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.42","july"
"3045","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","5.55","july"
"3046","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.03","july"
"3047","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.90","july"
"3048","156","West","Transect","T12","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3049","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Al_ug/mL","0.05","july"
"3050","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Ca_ug/mL","36.22","july"
"3051","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Fe _ug/mL","0.03","july"
"3052","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"K _ug/mL","0.36","july"
"3053","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Mg_ug/mL","5.53","july"
"3054","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Mn_ug/mL","0.14","july"
"3055","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"Na_ug/mL","0.95","july"
"3056","157","West","Transect","T13","Jul-31","7-31-2021",2021-07-31,"P_ug/mL","0.05","july"
"3057","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.22","august"
"3058","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","11.01","august"
"3059","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","0.26","august"
"3060","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.62","august"
"3061","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.33","august"
"3062","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3063","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.95","august"
"3064","158","East","Dry","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3065","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.63","august"
"3066","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.94","august"
"3067","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","0.78","august"
"3068","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.71","august"
"3069","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.87","august"
"3070","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3071","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.89","august"
"3072","159","East","Dry","3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3073","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.46","august"
"3074","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","3.23","august"
"3075","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","0.77","august"
"3076","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.10","august"
"3077","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.75","august"
"3078","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3079","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.79","august"
"3080","160","East","Mesic","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3081","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.72","august"
"3082","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","6.40","august"
"3083","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","1.86","august"
"3084","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.92","august"
"3085","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.52","august"
"3086","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.28","august"
"3087","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.17","august"
"3088","161","East","Mesic","2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3089","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.48","august"
"3090","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.94","august"
"3091","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","0.75","august"
"3092","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.30","august"
"3093","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.23","august"
"3094","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.18","august"
"3095","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.85","august"
"3096","162","East","Mesic","3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3097","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.34","august"
"3098","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","2.31","august"
"3099","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","0.87","august"
"3100","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.37","august"
"3101","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.54","august"
"3102","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.07","august"
"3103","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.59","august"
"3104","163","East","Hydric","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.06","august"
"3105","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.44","august"
"3106","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.01","august"
"3107","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.05","august"
"3108","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.37","august"
"3109","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.75","august"
"3110","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.20","august"
"3111","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.68","august"
"3112","164","East","Hydric","2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3113","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.68","august"
"3114","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","5.67","august"
"3115","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","1.77","august"
"3116","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.81","august"
"3117","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.43","august"
"3118","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","3.58","august"
"3119","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.72","august"
"3120","165","East","Hydric","3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.07","august"
"3121","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.42","august"
"3122","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","5.90","august"
"3123","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","1.61","august"
"3124","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.24","august"
"3125","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.99","august"
"3126","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3127","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.06","august"
"3128","166","East","Transect","T2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.06","august"
"3129","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.56","august"
"3130","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","9.85","august"
"3131","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","1.81","august"
"3132","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.44","august"
"3133","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.50","august"
"3134","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3135","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.74","august"
"3136","167","East","Transect","T3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.07","august"
"3137","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.56","august"
"3138","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.54","august"
"3139","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","6.04","august"
"3140","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.13","august"
"3141","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.16","august"
"3142","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.16","august"
"3143","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.83","august"
"3144","168","East","Transect","T7","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.06","august"
"3145","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.88","august"
"3146","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","5.68","august"
"3147","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","4.33","august"
"3148","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.14","august"
"3149","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.34","august"
"3150","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.08","august"
"3151","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.93","august"
"3152","169","East","Transect","T8","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.09","august"
"3153","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.68","august"
"3154","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","5.27","august"
"3155","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","4.29","august"
"3156","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","1.55","august"
"3157","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.30","august"
"3158","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.10","august"
"3159","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.92","august"
"3160","170","East","Transect","T9","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.07","august"
"3161","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.77","august"
"3162","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.66","august"
"3163","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","3.01","august"
"3164","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.50","august"
"3165","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.07","august"
"3166","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.11","august"
"3167","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.71","august"
"3168","171","East","Transect","T10","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.07","august"
"3169","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.62","august"
"3170","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","6.36","august"
"3171","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.04","august"
"3172","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.44","august"
"3173","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.40","august"
"3174","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.06","august"
"3175","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.71","august"
"3176","172","East","Transect","T11","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.07","august"
"3177","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.48","august"
"3178","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","2.81","august"
"3179","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.30","august"
"3180","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.42","august"
"3181","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.73","august"
"3182","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.09","august"
"3183","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.67","august"
"3184","173","East","Transect","T12","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3185","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.43","august"
"3186","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","4.26","august"
"3187","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","3.23","august"
"3188","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.79","august"
"3189","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.89","august"
"3190","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.08","august"
"3191","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.86","august"
"3192","174","East","Transect","T13","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.09","august"
"3193","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.08","august"
"3194","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","14.38","august"
"3195","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","5.16","august"
"3196","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.57","august"
"3197","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.93","august"
"3198","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.09","august"
"3199","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.02","august"
"3200","175","West","Dry","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3201","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.14","august"
"3202","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","9.52","august"
"3203","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.19","august"
"3204","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.34","august"
"3205","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.17","august"
"3206","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3207","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.48","august"
"3208","176","West","Dry","2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3209","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.10","august"
"3210","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","10.09","august"
"3211","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.34","august"
"3212","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.51","august"
"3213","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.11","august"
"3214","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.06","august"
"3215","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.75","august"
"3216","177","West","Dry","3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3217","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.07","august"
"3218","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","13.48","august"
"3219","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","1.94","august"
"3220","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.46","august"
"3221","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.73","august"
"3222","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3223","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.91","august"
"3224","178","West","Mesic","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3225","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.12","august"
"3226","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","8.76","august"
"3227","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.44","august"
"3228","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.82","august"
"3229","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","1.14","august"
"3230","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3231","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","1.16","august"
"3232","179","West","Mesic","2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3233","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.07","august"
"3234","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","7.68","august"
"3235","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","2.30","august"
"3236","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.53","august"
"3237","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","0.98","august"
"3238","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.03","august"
"3239","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.85","august"
"3240","180","West","Mesic","3","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3241","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.07","august"
"3242","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","38.07","august"
"3243","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","3.94","august"
"3244","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.41","august"
"3245","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","5.18","august"
"3246","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.18","august"
"3247","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.98","august"
"3248","181","West","Hydric","1","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3249","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.12","august"
"3250","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","24.93","august"
"3251","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","4.25","august"
"3252","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"K _ug/mL","0.49","august"
"3253","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Mg_ug/mL","2.83","august"
"3254","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Mn_ug/mL","0.16","august"
"3255","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"Na_ug/mL","0.88","august"
"3256","182","West","Hydric","2","Aug-7","8-7-2021",2021-08-07,"P_ug/mL","0.05","august"
"3257","183","West","Transect","T1","Aug-7","8-7-2021",2021-08-07,"Al_ug/mL","0.46","august"
"3258","183","West","Transect","T1","Aug-7","8-7-2021",2021-08-07,"Ca_ug/mL","7.89","august"
"3259","183","West","Transect","T1","Aug-7","8-7-2021",2021-08-07,"Fe _ug/mL","3.25","august"
